ID;SEX;BM;AREA_TYPE;AREA;YEAR;order;repeatability;surv;reprod;age;SHYNESS4;EXPLORATION4;ACTIVITY4.oft;SOCIABILITY3;AVOIDANCE3;OTHER3.mis;ALERT3
5203;F;320;RED-GREY;C03-17;2017;1;Y;1;0;2;0.739763256;0.247000622;0.59860426;0.070036327;0.96592309;0.190733825;0.063635066
5203;F;330;RED-GREY;C03-17;2017;2;Y;#N/A;#N/A;#N/A;0.776614064;0.237275378;0.569865573;0;0.876777506;0.37352569;0.25008086
5205;F;380;RED-GREY;C03-17;2017;1;N;0;0;1;0.664091991;0.132573349;0.718085966;0.77526372;0.146570914;0.501596014;0.314625853
5207;F;350;RED-GREY;C03-17;2017;1;N;1;1;2;0.713432579;0.199299528;0.659462837;0.138725466;0.879205396;0.371096783;0.259239935
5209;M;280;RED-GREY;C03-17;2017;1;N;0;#N/A;1;0.795043158;0.067715866;0.580288749;0.903242723;0.095810211;0.142285138;0.387479904
5210;F;330;RED-GREY;C03-17;2017;1;N;1;1;2;0.723613641;0.266398683;0.635352481;0.147606238;0.691776582;0.518528389;0.476997091
5211;M;330;RED-GREY;C03-17;2017;1;Y;1;#N/A;2;0.800594348;0.189435472;0.564193939;0.869934888;0.318209164;0.348388346;0.135907419
5211;M;340;RED-GREY;C03-17;2017;2;Y;#N/A;#N/A;#N/A;0.814855452;0.158573538;0.526395426;0.83412926;0;0.321796172;0.443236334
5214;M;320;RED-GREY;C03-17;2017;1;N;1;#N/A;2;0.870195198;0.141550816;0.457081719;0.186889225;0.947125705;0.181294422;0.177822996
5219;F;360;RED-GREY;C03-17;2017;1;N;1;1;2;0.758088446;0.158967473;0.590485019;0.750780421;0.088598514;0.392423478;0.483845951
5220;F;340;RED-GREY;C03-17;2017;1;N;0;0;1;0.86525737;0.079919711;0.492939084;0;0.857204398;0.260648048;0.388313845
5224;F;320;RED-GREY;C03-17;2017;1;Y;1;1;2;0.64137407;0.220227536;0.719962361;0.656863447;0.299941879;0.622846751;0.292708363
5224;F;330;RED-GREY;C03-17;2017;2;Y;#N/A;#N/A;#N/A;0.754752112;0.153386889;0.624008911;0.792372744;0;0.480896261;0.292609478
5226;M;310;RED-GREY;C03-17;2017;1;N;0;#N/A;1;0.746968363;0.135969174;0.6389393;0.441394084;0.682067987;0.443810648;0.374681863
5228;F;340;RED-GREY;C03-17;2017;1;N;1;1;2;0.812726373;0.063603897;0.566709628;0;0.874237579;0.184674214;0.441252522
5231;F;330;RED-GREY;C03-17;2017;1;Y;1;1;2;0.897600717;0.164416116;0.404828761;0.813104707;0;0.091272972;0.134554161
5231;F;330;RED-GREY;C03-17;2017;2;Y;#N/A;#N/A;#N/A;0.776417147;0.112120918;0.580162014;0.390899617;0.824311383;0.294555502;0.225386901
5241;M;330;RED-GREY;C03-17;2017;1;Y;1;#N/A;1;0.547415347;0.224211997;0.745357204;0.560043984;0.303803275;0.654716595;0.401424555
5241;M;330;RED-GREY;C03-17;2017;2;Y;#N/A;#N/A;#N/A;0.672316844;0.194645551;0.672087356;0.596688142;0.541838194;0.469466744;0.300790604
5244;F;310;RED-GREY;C03-17;2017;1;Y;1;0;1;0.771183473;0.174143822;0.580103568;0.941117994;0.09977573;0.184175436;0.261183554
5244;F;290;RED-GREY;C03-17;2017;2;Y;#N/A;#N/A;#N/A;0.947618118;0.094772046;0.301813616;0.904854439;0.105108081;0.306021709;0.268795984
5245;F;290;RED-GREY;C03-17;2017;1;Y;1;0;1;0.832804323;0.039040374;0.54971885;0.961693827;0.050797365;0.22600212;0.132428328
5245;F;330;RED-GREY;C03-17;2017;2;Y;#N/A;#N/A;#N/A;0.82246884;0.261954675;0.462642516;0.364824805;0.784170871;0.386336551;0.313782497
5246;M;280;RED-GREY;C03-17;2017;1;N;0;#N/A;0;0.887287073;0.137751796;0.434391819;0;0.983856131;0.12077792;0.104140095
5247;F;340;RED-GREY;C03-17;2017;1;Y;1;1;1;0.843057158;0.129091717;0.520113662;0.879059923;0;0.07274525;0.467671951
5247;F;350;RED-GREY;C03-17;2017;2;Y;#N/A;#N/A;#N/A;0.882509023;0.084766169;0.449568091;0.741768933;0.555201674;0.285309567;0.239690664
5249;M;320;RED-GREY;C03-17;2017;1;N;0;#N/A;0;0.897231335;0.137447805;0.400733059;0.487482264;0.826927556;0.269035535;0.052396542
5268;F;310;RED-GREY;C03-17;2017;1;Y;1;0;1;0.74517046;0.149333698;0.597039002;0.135010415;0.896431656;0.397918838;0.068341557
5268;F;300;RED-GREY;C03-17;2017;2;Y;#N/A;#N/A;#N/A;0.654694711;0.142915003;0.720571895;0.760555785;0.388203408;0.326964753;0.261632391
5273;F;310;RED-GREY;C03-17;2017;1;N;0;0;0;0.805927312;0.221553859;0.526419042;0.947062738;0;0.127051904;0.290298026
5274;F;320;RED-GREY;C03-17;2017;1;N;0;#N/A;0;0.854973181;0;0.516517302;0.900125842;0;0.204760626;0.362063215
5302;M;205;RED-GREY;Sal-Passat;2016;1;N;0;#N/A;0;0.594607988;0.224793536;0.720629282;0.072561278;0.852147433;0.327031765;0.397006701
5307;M;290;RED;VAL;2016;1;Y;1;#N/A;2;0.59772951;0.218687019;0.770368306;0.175184966;0.835929855;0.298866016;0.414048347
5307;M;315;RED;VAL;2016;2;Y;#N/A;#N/A;#N/A;0.613717623;0.279032493;0.732821549;0;0.765024452;0.388640165;0.500950023
5307;M;330;RED;VAL;2017;3;Y;0;#N/A;2;0.833672962;0.239490252;0.496577713;0.670195088;0;0.591202871;0.282815091
5309;F;280;RED;FRA;2016;1;Y;1;1;1;0.814517821;0.201009449;0.531084714;0;0.80939817;0.410358087;0.413126735
5309;F;310;RED;FRA;2016;2;Y;#N/A;#N/A;#N/A;0.620546013;0.203120639;0.742520636;0;0.805731504;0.291179797;0.51016033
5312;M;330;RED;VAL;2016;1;N;0;#N/A;1;0.289202714;0.259666565;0.895218137;0.311596955;0.546538559;0.562312252;0.526741363
5314;M;300;RED;VAL;2017;1;Y;1;#N/A;2;0.555050369;0.312955876;0.76997833;0.096679681;0.747984555;0.593778922;0.270631241
5314;M;320;RED;VAL;2017;2;Y;#N/A;#N/A;#N/A;0.547388185;0.134541599;0.80710833;0.213801988;0.635872835;0.738724609;0
5318;M;215;RED;VAL;2016;1;N;0;#N/A;1;0.909733129;0.134782419;0.385978686;0;0.930354639;0.224300049;0.272844111
5319;M;310;RED;BOR;2016;1;N;0;#N/A;1;0.837633767;0.200620557;0.506734096;0.104962576;0.82572104;0.390250915;0.384710713
5320;F;290;RED;BOR;2016;1;Y;1;1;2;0.742784859;0.17402574;0.624276004;0;0.899361661;0.334908774;0.267349356
5320;F;310;RED;BOR;2017;2;Y;1;0;2;0.725534198;0.197899689;0.637748537;0;0.793790478;0.542337991;0.267539866
5322;M;320;RED;BOR;2016;1;N;0;#N/A;1;0.905720008;0;0.420421179;0;0.892816101;0.259837815;0.361875467
5325;M;320;RED-GREY;Sal-Passat;2016;1;Y;1;#N/A;1;0.67377193;0.415863416;0.586672562;0;0.889743674;0.418121847;0.170130225
5325;M;325;RED-GREY;Sal-Passat;2017;2;Y;0;#N/A;1;0.643743775;0.21532841;0.732212904;0;0.814457476;0.50729174;0.23974147
5326;M;305;RED;FRA;2016;1;N;1;#N/A;1;0.621063246;0.371391726;0.663075021;0;0.898969962;0.271561497;0.330863108
5327;M;320;RED;VAL;2016;1;Y;1;#N/A;2;0.957197512;0.054838246;0.274771503;0;0.966133026;0.066678416;0.231036657
5327;M;340;RED;VAL;2017;2;Y;1;#N/A;2;0.996883814;0;0.0647432;0;0.989856748;0;0
5328;M;280;RED;BOR;2016;1;N;0;#N/A;1;0.70661705;0.248016421;0.661939562;0;0.962301664;0.122848786;0.229020706
5331;M;275;RED;FRA;2016;1;N;1;#N/A;1;0.401220081;0.341690384;0.798713503;0.286077984;0.483882151;0.67905244;0.416509652
5334;M;250;RED;BOR;2016;1;N;1;#N/A;1;0.498968923;0.221654478;0.835348909;0;0.601014944;0.671904646;0.421122791
5337;M;275;RED;BOR;2016;1;N;1;#N/A;1;0.791172291;0.23772407;0.533738154;0.091803947;0.824547101;0.301497005;0.45963647
5338;M;310;RED;BOR;2016;1;N;1;#N/A;1;0.689983771;0.277246918;0.640712971;0.168198122;0.803621924;0.312187013;0.46294108
5339;M;215;RED;VAL;2016;1;N;0;#N/A;0;0.626700238;0.062186947;0.774918625;0;0.830433634;0.117833511;0.534048756
5340;M;320;RED-GREY;Sal-Passat;2017;1;Y;1;#N/A;1;0.580526022;0.333422753;0.71543606;0.608061205;0.647807522;0.38780061;0.212428511
5340;M;345;RED-GREY;Sal-Passat;2017;2;Y;#N/A;#N/A;#N/A;0.600267231;0.136570393;0.772249498;0.06852741;0.665613667;0.600237892;0.432606059
5341;M;315;RED;VAL;2016;1;N;1;#N/A;1;0.70317335;0.246634581;0.603948172;0;0.852218818;0.256302402;0.446831633
5342;M;270;RED;VAL;2016;1;Y;1;#N/A;2;0.587795542;0.17240528;0.746996031;0;0.793451652;0.449763384;0.400048
5342;M;310;RED;VAL;2017;2;Y;1;#N/A;2;0.728315781;0.152310354;0.658525409;0.156245133;0.739680231;0.448208605;0.449498574
5343;M;285;RED;BOR;2016;1;N;1;#N/A;2;0.910154781;0;0.412257764;0;0.982988973;0;0.154751253
5344;M;280;RED;VAL;2017;1;N;0;#N/A;1;0.204116079;0.379005832;0.89611075;0.672308322;0.084853319;0.713408607;0.093360555
5346;M;310;RED;BOR;2016;1;N;1;#N/A;1;0.560310146;0.3992195;0.671508483;0;0.890433483;0.242243075;0.377978606
5347;F;305;RED;VAL;2017;1;N;1;0;1;0.804374585;0.055147083;0.578534873;0.076286904;0.787095435;0.410382391;0.408741231
5348;M;210;RED;FRA;2016;1;N;0;#N/A;0;0.835213665;0.170716826;0.517839389;0;0.978044781;0;0
5349;F;225;RED;VAL;2016;1;N;0;0;0;0.680807342;0.121098902;0.687651775;0;0.776113063;0.295904438;0.515679692
5377;M;330;RED-GREY;C03-17;2016;1;Y;1;#N/A;2;0.488759251;0.626353101;0.565610958;0.774149078;0;0.591847317;0.195354519
5377;M;340;RED-GREY;C03-17;2017;2;Y;1;#N/A;2;0.848746877;0.148008044;0.480015627;0.899505972;0.1703848;0.360636342;0.08247279
5377;M;320;RED-GREY;C03-17;2017;3;Y;#N/A;#N/A;#N/A;0.85882255;0.092935985;0.441273809;0.425158615;0.778616645;0.38261914;0.192500578
5378;F;320;RED-GREY;C06-04;2016;1;Y;1;1;2;0.586346911;0.324148762;0.707891467;0.921924337;0;0.173571979;0.334904328
5378;F;355;RED-GREY;C06-04;2016;2;Y;#N/A;#N/A;#N/A;0.745780649;0.244881355;0.615036082;0.896879598;0.197718328;0.281269869;0.268566113
5378;F;370;RED-GREY;C06-04;2017;3;Y;0;#N/A;2;0.704258084;0.45395638;0.525773755;0.896065265;0;0.434350667;0.056632973
5381;F;355;RED-GREY;C03-17;2016;1;N;0;1;0;0.625487234;0.458464819;0.57565601;0.194046307;0.843043874;0.457258354;0.177164607
5382;M;295;RED-GREY;C06-04;2016;1;N;0;#N/A;0;0.619278691;0.389796869;0.666318896;0.158190526;0.897112541;0.291869824;0.268319821
5385;F;305;RED-GREY;C03-17;2016;1;N;0;0;0;0.759495087;0.476795112;0.440873854;0;0.569910382;0.289100344;0.761314034
5386;M;290;RED-GREY;C03-17;2016;1;N;0;#N/A;0;0.712871961;0.305112015;0.630605565;0.166292429;0.75498582;0.291943526;0.558385798
5387;M;320;RED-GREY;C03-17;2016;1;Y;1;#N/A;1;0.821073279;0.34116859;0.455980053;0.654067011;0.082887255;0.243805377;0.703531808
5387;M;340;RED-GREY;C03-17;2017;2;Y;0;#N/A;1;0.87713645;0.104745184;0.464248506;0.122588583;0.977508034;0.090717832;0.128064335
5388;M;275;RED-GREY;C06-04;2016;1;Y;1;#N/A;1;0.820801216;0.196048771;0.453638115;0.113605255;0.803081332;0.20027457;0.537715692
5388;M;285;RED-GREY;C06-04;2016;2;Y;#N/A;#N/A;#N/A;0.865660574;0.099631233;0.471979388;0.208903498;0.917731337;0.186814694;0.271753104
5389;F;275;RED-GREY;C06-04;2016;1;N;1;0;1;0.679258526;0.217075414;0.698567565;0.825807246;0;0.460872811;0.305840577
5390;F;305;RED-GREY;Sal-Passat;2016;1;N;1;1;1;0.801214696;0.203036987;0.549158211;0;0.820993159;0.398977319;0.396037484
5396;M;290;RED-GREY;Sal-Passat;2016;1;Y;1;#N/A;2;0.915703977;0.128018532;0.379546694;0;0.926555334;0.231254699;0.279515947
5396;M;310;RED-GREY;Sal-Passat;2017;2;Y;1;#N/A;2;0.871732286;0.13033017;0.469722623;0;0.792527744;0.475201571;0.37473587
5396;M;320;RED-GREY;Sal-Passat;2017;3;Y;#N/A;#N/A;#N/A;0.885085741;0.098883219;0.452819199;0;0.899221584;0.333228954;0.278649576
5400;M;320;RED-GREY;C03-17;2016;1;N;0;#N/A;0;0.553121748;0.516720277;0.530832226;0.719346905;0;0.623180325;0.079992735
5406;F;290;RED;VAL;2017;1;N;1;0;1;0.679119427;0.079862448;0.717222826;0;0.953734784;0.246432437;0
5422;M;315;RED-GREY;Sal-Passat;2017;1;Y;1;#N/A;1;0.647949402;0.201249972;0.733430885;0;0.963493362;0.197856138;0.156619307
5422;M;295;RED-GREY;Sal-Passat;2017;2;Y;#N/A;#N/A;#N/A;0.785244279;0.207667118;0.581085202;0.087655905;0.849085524;0.37397222;0.358058361
5448;M;230;RED;BOR;2017;1;Y;1;#N/A;1;0.678988208;0.430478026;0.588632124;0;0.825711013;0.312974509;0.375894164
5448;M;315;RED;BOR;2017;2;Y;#N/A;#N/A;#N/A;0.914298419;0.120118793;0.344968539;0;0.666736475;0.742521536;0
5449;M;295;RED;BOR;2017;1;Y;1;#N/A;1;0.665973014;0.546376147;0.490069078;0;0.941142006;0.325994384;0
5449;M;305;RED;BOR;2017;2;Y;#N/A;#N/A;#N/A;0.923736071;0.117779707;0.361616694;0.065159554;0.952073441;0.288810754;0
5476;M;285;RED;BOR;2017;1;N;0;#N/A;1;0.391936867;0.480110385;0.759033222;0;0.712847711;0.497832761;0.465676213
5477;M;300;RED;BOR;2017;1;Y;1;#N/A;1;0.77600377;0.3079365;0.547534013;0;0.572547961;0.815703233;0
5477;M;295;RED;BOR;2017;2;Y;#N/A;#N/A;#N/A;0.915643198;0.156552754;0.367434284;0;0.855936526;0.379073993;0.299882311
5484;M;310;RED;BOR;2017;1;N;0;#N/A;#N/A;0.567517154;0.383117412;0.727362791;0.124651507;0.508527106;0.816781803;0
5486;F;320;RED;BOR;2017;1;N;1;1;1;0.894988125;0.187644534;0.402076334;0;0.968688988;0.19713521;0.103403302
5527;F;290;RED;FRA;2017;1;N;0;1;#N/A;0.287156853;0.333645505;0.889173182;0.180335174;0.722896016;0.638729857;0.065184784
5531;F;300;RED;VAL;2017;1;N;1;0;#N/A;0.788277732;0.301139466;0.534642668;0;0.937306986;0.340707242;0
5534;M;250;RED;FRA;2017;1;Y;1;#N/A;1;0.68902709;0.373357406;0.585073285;0.808910491;0.099472557;0.399894223;0.412520046
5534;M;250;RED;FRA;2017;2;Y;#N/A;#N/A;#N/A;0.786712427;0.293388986;0.527470457;0;0.791165223;0.42927671;0.430765426
5542;M;310;RED;VAL;2017;1;Y;1;#N/A;1;0.764253821;0.295827635;0.55323983;0.12721905;0.79549238;0.461927875;0.348506192
5542;M;315;RED;VAL;2017;2;Y;#N/A;#N/A;#N/A;0.871757648;0.174354342;0.439168736;0.079236646;0.848984312;0.401816439;0.302461998
5543;M;285;RED;VAL;2017;1;Y;1;#N/A;1;0.899130378;0.285673833;0.32677882;0.074982037;0.882571511;0.34890495;0.284818956
5543;M;295;RED;VAL;2017;2;Y;#N/A;#N/A;#N/A;0.885754904;0.152968529;0.432114874;0;0.808810783;0.370028847;0.450787641
5544;F;280;RED;VAL;2017;1;N;0;1;#N/A;0.103680261;0.345415967;0.924638005;0.64362869;0.076511098;0.720307646;0.194114699
5545;F;300;RED;FRA;2017;1;Y;1;1;1;0.780880045;0.327155147;0.529169795;0.06509463;0.806836147;0.395850683;0.425345576
5545;F;330;RED;FRA;2017;2;Y;#N/A;#N/A;#N/A;0.776400652;0.177064331;0.59157809;0.1504989;0.859437193;0.446434592;0
5548;F;280;RED;VAL;2017;1;Y;1;0;1;0.813071171;0.272364046;0.512533731;0.083282269;0.763273064;0.600087694;0
5548;F;275;RED;VAL;2017;2;Y;#N/A;#N/A;#N/A;0.857291232;0.064319412;0.464302717;0.758861809;0;0.565029567;0.260961138
5566;M;290;RED;BOR;2017;1;N;0;#N/A;#N/A;0.397597044;0.558695864;0.724173236;0;0.903535928;0.418745666;0
5568;M;290;RED;FRA;2017;1;Y;1;#N/A;1;0.750495686;0.268641144;0.602043458;0.072714944;0.915392959;0.341032401;0.19083119
5568;M;270;RED;FRA;2017;2;Y;#N/A;#N/A;#N/A;0.827620742;0.217454279;0.513960618;0;0.876904502;0.296216456;0.372987793
5571;F;335;RED;FRA;2017;1;N;0;1;#N/A;0.817918663;0.269897774;0.505934269;0;0.829457748;0.455773038;0.247507351
5572;F;280;RED;VAL;2017;1;Y;1;0;1;0.518761942;0.359719075;0.752148284;0.821269855;0.039810432;0.455064653;0.314035246
5572;F;305;RED;VAL;2017;2;Y;#N/A;#N/A;#N/A;0.856447663;0.161757888;0.477279758;0;0.866438594;0.47885518;0
5573;M;300;RED;VAL;2017;1;N;0;#N/A;#N/A;0.70662538;0.269060779;0.620908262;0;0.81935431;0.446718882;0.328947904
5574;M;270;RED;VAL;2017;1;N;1;#N/A;1;0.867441735;0.183791734;0.458907997;0;0.858404;0.349746421;0.367793958
5575;F;340;RED;FRA;2017;1;N;0;1;#N/A;0.707040198;0.295005211;0.634399628;0.096679681;0.855647009;0.461911745;0.196362332
5578;F;290;RED-GREY;Sal-Passat;2017;1;N;0;0;1;0.733667966;0.095607284;0.671776427;0.87932136;0.368771012;0.270058857;0
