number,Plant_ID,Flower_ID,Date_collected,Date_plated,Replicate,Nectar_cm,Nectar_mm,Nectar_vol,Stigma_closed,Fcfu1,Fcfu2,Fcfu3,Fcfu4,Fcfu5,Fcfu6,F_nontarget,Fcfu_avg,FCFU_total,FCFU_ul,log(FCFU+1),Bcfu1,Bcfu2,Bcfu3,Bcfu4,Bcfu5,Bcfu6,Bcfu_avg,BCFU_total,BCFUul,log(BCFU+1),,,,,,,,,,
123,SG4,123,6/24/15,6/25/15,3,0.2,2,0.242130751,Yes,1,0,0,0,0,0,NA,0.166666667,0.040355125,1.525738814,0.402388438,0,,,,,,0,0,0,0,,,,,,,,,,
124,SG4,124,6/24/15,6/25/15,4,0.3,3,0.363196126,Yes,9,0,0,0,0,0,NA,1.5,0.544794189,13.84071723,1.17145489,1,,,,,,1,1,761.4761476,2.882226262,,,,,,,,,,
125,SG4,125,6/24/15,6/25/15,5,0.5,5,0.605326877,Yes,17,0,0,0,0,0,NA,2.833333333,1.715092817,26.5556113,1.44021005,5,,,,,,5,5,2320.432043,3.365755975,,,,,,,,,,
126,SG4,126,6/24/15,6/25/15,6,0.1,1,0.121065375,Yes,2,0,0,0,0,0,NA,0.333333333,0.040355125,3.027240315,0.605007546,0,,,,,,0,0,0,0,,,,,,,,,,
127,SG4,127,6/24/15,6/25/15,7,0.6,6,0.726392252,Yes,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
128,SG4,128,6/24/15,6/25/15,8,1.1,11,1.331719128,Yes,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
129,SG5,129,6/24/15,6/25/15,1,0.1,1,0.121065375,Yes,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
130,SG5,130,6/24/15,6/25/15,2,1.8,18,2.179176755,Yes,0,0,0,0,0,0,NA,0,0,0,0,11,,,,,,11,11,1561.056106,3.193696629,,,,,,,,,,
131,SG5,131,6/24/15,6/25/15,3,1.2,12,1.452784504,Yes,42,4,0,0,0,0,NA,7.666666667,11.13801453,75.75856728,1.88512686,41,15,1,,,,19,57,11620.61206,4.065266374,,,,,,,,,,
132,SG5,132,6/24/15,6/25/15,4,0.1,1,0.121065375,Yes,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
133,SG5,133,6/24/15,6/25/15,5,0.2,2,0.242130751,Yes,35,0,0,0,0,0,NA,5.833333333,1.412429379,53.40085849,1.735605753,4,,,,,,4,4,4532.853285,3.656467462,,,,,,,,,,
134,SG5,134,6/24/15,6/25/15,6,1.2,12,1.452784504,Yes,17,0,0,0,0,0,NA,2.833333333,4.11622276,27.99773139,1.462364023,2,1,,,,,1.5,3,611.6111611,2.787184905,,,,,,,,,,
135,SG5,135,6/24/15,6/25/15,7,1.6,16,1.937046005,Yes,73,0,0,0,0,0,NA,12.16666667,23.56739306,123.7642,2.096089986,7,,,,,,7,7,1101.822682,3.04250569,,,,,,,,,,
136,SG5,136,6/24/15,6/25/15,8,0.7,7,0.847457627,Yes,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
137,SG6,137,6/24/15,6/25/15,1,0.9,9,1.089588378,Yes,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
138,SG6,138,6/24/15,6/25/15,2,0.7,7,0.847457627,Yes,10,0,0,0,0,0,NA,1.666666667,1.412429379,15.86332095,1.226943106,1,,,,,,1,1,336.6336634,2.528445741,,,,,,,,,,
139,SG6,139,6/24/15,6/25/15,3,0.3,3,0.363196126,Yes,1,0,0,0,0,0,NA,0.166666667,0.060532688,1.53785747,0.404467228,1,,,,,,1,1,761.4761476,2.882226262,,,,,,,,,,
140,SG6,140,6/24/15,6/25/15,4,1,10,1.210653753,Yes,0,0,0,0,0,0,NA,0,0,0,0,1,,,,,,1,1,241.0441044,2.383894509,,,,,,,,,,
141,SG6,141,6/24/15,6/25/15,5,0.4,4,0.484261501,Yes,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
142,SG6,142,6/24/15,6/25/15,6,0.5,5,0.605326877,Yes,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
143,SG6,143,6/24/15,6/25/15,7,0.7,7,0.847457627,Yes,6,0,0,0,0,0,NA,1,0.847457627,9.517992569,1.02193286,0,,,,,,0,0,0,0,,,,,,,,,,
144,SG6,144,6/24/15,6/25/15,8,0.7,7,0.847457627,Yes,8,0,0,0,0,0,NA,1.333333333,1.129943503,12.69065676,1.136424282,6,,,,,,6,6,2019.80198,3.305523759,,,,,,,,,,
145,SG7,145,6/24/15,6/25/15,1,1.6,16,1.937046005,Yes,27,0,0,0,0,0,NA,4.5,8.716707022,45.77580001,1.670021224,1,,,,,,1,1,157.4032403,2.199764061,,,,,,,,,,
146,SG7,146,6/24/15,6/25/15,2,1.2,12,1.452784504,Yes,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
147,SG7,147,6/24/15,6/25/15,3,0.9,9,1.089588378,Yes,3,0,0,0,0,0,NA,0.5,0.544794189,4.831708222,0.765795787,1,,,,,,1,1,265.8265827,2.426229094,,,,,,,,,,
148,SG7,148,6/24/15,6/25/15,4,1.1,11,1.331719128,Yes,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
149,SG7,149,6/24/15,6/25/15,5,0.5,5,0.605326877,Yes,0,0,0,0,0,0,NA,0,0,0,0,12,1,,,,,6.5,13,6033.123312,3.780614181,,,,,,,,,,
150,SG7,150,6/24/15,6/25/15,6,2.4,24,2.905569007,Yes,0,0,0,0,0,0,NA,0,0,0,0,11,3,,,,,7,14,1553.105311,3.191480444,,,,,,,,,,
151,SG7,151,6/24/15,6/25/15,7,1.2,12,1.452784504,Yes,10,0,0,0,0,0,NA,1.666666667,2.421307506,16.46925376,1.242274353,1,1,,,,,1,2,407.7407741,2.611447963,,,,,,,,,,
152,SG7,152,6/24/15,6/25/15,8,0.8,8,0.968523002,Yes,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
153,SG8,153,6/24/15,6/25/15,1,0.3,3,0.363196126,Yes,2,0,0,0,0,0,NA,0.333333333,0.121065375,3.07571494,0.610203801,1,,,,,,1,1,761.4761476,2.882226262,,,,,,,,,,
154,SG8,154,6/24/15,6/25/15,2,0.2,2,0.242130751,Yes,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
155,SG8,155,6/24/15,6/25/15,3,0.3,3,0.363196126,Yes,34,0,0,0,0,0,1,5.666666667,2.05811138,52.28715398,1.726622526,2,2,,,,,2,4,3045.90459,3.483858855,,,,,,,,,,
156,SG8,156,6/24/15,6/25/15,4,0.6,6,0.726392252,Yes,20,0,0,0,0,0,NA,3.333333333,2.421307506,31.48426877,1.511673095,3,2,,,,,2.5,5,1948.694869,3.289966649,,,,,,,,,,
157,SG8,157,6/24/15,6/25/15,5,0.2,2,0.242130751,Yes,3,0,0,0,0,0,NA,0.5,0.121065375,4.577216442,0.746417499,4,,,,,,4,4,4532.853285,3.656467462,,,,,,,,,,
158,SG8,158,6/24/15,6/25/15,6,0.2,2,0.242130751,Yes,0,0,0,0,0,0,NA,0,0,0,0,2,1,,,,,1.5,3,3399.639964,3.531560654,,,,,,,,,,
159,SG8,159,6/24/15,6/25/15,7,1.6,16,1.937046005,Yes,49,0,0,0,0,0,NA,8.166666667,15.81920904,83.07460002,1.92466481,35,2,1,,,,12.66666667,38,5981.323132,3.776869868,,,,,,,,,,
160,SG8,160,6/24/15,6/25/15,8,0.4,4,0.484261501,Yes,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
161,SG9,161,6/24/15,6/25/15,1,0.05,0.5,0.060532688,Yes,1,0,0,0,0,0,NA,0.166666667,0.010088781,1.50756083,0.399251477,0,,,,,,0,0,0,0,,,,,,,,,,
162,SG9,162,6/24/15,6/25/15,2,0.9,9,1.089588378,Yes,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
163,SG9,163,6/24/15,6/25/15,3,0.6,6,0.726392252,No,1,0,0,0,0,0,NA,0.166666667,0.121065375,1.574213439,0.410644553,1,,,,,,1,1,389.7389739,2.591886732,,,,,,,,,,
164,SG9,164,6/24/15,6/25/15,4,0.1,1,0.121065375,No,0,0,0,0,0,0,NA,0,0,0,0,1,0,,,,,0.5,1,2248.424842,3.352071487,,,,,,,,,,
165,SG9,165,6/24/15,6/25/15,5,0.4,4,0.484261501,No,24,0,0,0,0,0,NA,4,1.937046005,37.19942703,1.582056849,1,1,,,,,1,2,1151.215122,3.061533571,,,,,,,,,,
166,SG9,166,6/24/15,6/25/15,6,0.4,4,0.484261501,No,27,0,0,0,0,0,NA,4.5,2.179176755,41.84935541,1.631944293,5,,,,,,5,5,2878.037804,3.459247368,,,,,,,,,,
167,SG9,167,6/24/15,6/25/15,7,1.3,13,1.573849879,No,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
168,SG9,168,6/24/15,6/25/15,8,0.5,5,0.605326877,No,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
169,SG10,169,6/24/15,6/25/15,1,0.2,2,0.242130751,Yes,4,0,0,0,0,0,NA,0.666666667,0.1614205,6.102955255,0.851439079,0,,,,,,0,0,0,0,,,,,,,,,,
170,SG10,170,6/24/15,6/25/15,2,2.2,22,2.663438257,Yes,1,0,0,0,0,0,NA,0.166666667,0.443906376,1.768111938,0.442183648,10000,10000,,,,,10000,20000,2387693.315,6.377978725,,,,,,,,,,
171,SG10,171,6/24/15,6/25/15,3,0.4,4,0.484261501,Yes,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
172,SG10,172,6/24/15,6/25/15,4,0.5,5,0.605326877,Yes,18,0,0,0,0,0,NA,3,1.81598063,28.11770608,1.464157158,2,2,,,,,2,4,1856.345635,3.268892729,,,,,,,,,,
173,SG10,173,6/24/15,6/25/15,5,0.2,2,0.242130751,Yes,0,0,0,0,0,0,NA,0,0,0,0,3,1,,,,,2,4,4532.853285,3.656467462,,,,,,,,,,
174,SG10,174,6/24/15,6/25/15,6,0.3,3,0.363196126,Yes,8,0,0,0,0,0,NA,1.333333333,0.484261501,12.30285976,1.123945013,6,2,,,,,4,8,6091.809181,3.784817577,,,,,,,,,,
175,SG10,175,6/24/15,6/25/15,7,0.2,2,0.242130751,Yes,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
176,SG10,176,6/24/15,6/25/15,8,0.9,9,1.089588378,Yes,20,0,0,0,0,0,NA,3.333333333,3.631961259,32.21138814,1.521287028,3,2,0,,,,1.666666667,5,1329.132913,3.12389504,,,,,,,,,,
177,SG11,177,6/24/15,6/25/15,1,1.3,13,1.573849879,Yes,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
178,SG11,178,6/24/15,6/25/15,2,0.9,9,1.089588378,Yes,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
179,SG11,179,6/24/15,6/25/15,3,1.4,14,1.694915254,Yes,0,0,0,0,0,0,NA,0,0,0,0,8,2,,,,,5,10,1773.177318,3.248997023,,,,,,,,,,
180,SG11,180,6/24/15,6/25/15,4,1.5,15,1.81598063,Yes,0,0,0,0,0,0,NA,0,0,0,0,8,1,,,,,4.5,9,1500.270027,3.176458814,,,,,,,,,,
181,SG11,181,6/24/15,6/25/15,5,1.8,18,2.179176755,Yes,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
182,SG11,182,6/24/15,6/25/15,6,1.1,11,1.331719128,Yes,12,0,0,0,0,0,NA,2,2.663438257,19.61768063,1.314239808,0,,,,,,0,0,0,0,,,,,,,,,,
183,SG11,183,6/24/15,6/25/15,7,1.1,11,1.331719128,Yes,4,0,0,0,0,0,NA,0.666666667,0.887812752,6.539226878,0.877326813,0,,,,,,0,0,0,0,,,,,,,,,,
184,SG11,184,6/24/15,6/25/15,8,1,10,1.210653753,Yes,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
185,SG12,185,6/24/15,6/25/15,1,0.3,3,0.363196126,Yes,9,0,0,0,0,0,NA,1.5,0.544794189,13.84071723,1.17145489,2,,,,,,2,2,1522.952295,3.182971372,,,,,,,,,,
186,SG12,186,6/24/15,6/25/15,2,0.4,4,0.484261501,Yes,2,0,0,0,0,0,NA,0.333333333,0.1614205,3.099952252,0.612778799,1,,,,,,1,1,575.6075608,2.760880333,,,,,,,,,,
187,SG12,187,6/24/15,6/25/15,3,0.4,4,0.484261501,Yes,0,0,0,0,0,0,NA,0,0,0,0,2,2,1,,,,1.666666667,5,2878.037804,3.459247368,,,,,,,,,,
188,SG12,188,6/24/15,6/25/15,4,0.2,2,0.242130751,Yes,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
189,SG12,189,6/24/15,6/25/15,5,0.7,7,0.847457627,Yes,5,0,0,0,0,0,NA,0.833333333,0.706214689,7.931660474,0.950932206,3,,,,,,3,3,1009.90099,3.004708622,,,,,,,,,,
190,SG12,190,6/24/15,6/25/15,6,0.1,1,0.121065375,Yes,1,0,0,0,0,0,NA,0.166666667,0.020177563,1.513620158,0.40029965,1,1,,,,,1,2,4496.849685,3.653004938,,,,,,,,,,
191,SG12,191,6/24/15,6/25/15,7,0.1,1,0.121065375,Yes,0,0,0,0,0,0,NA,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
192,SG12,192,6/24/15,6/25/15,8,0.3,3,0.363196126,Yes,0,0,0,0,0,0,NA,0,0,0,0,2,,,,,,2,2,1522.952295,3.182971372,,,,,,,,,,
193,OH1,193,6/25/15,6/26/15,1,1.2,12,1.452784504,Yes,0,,,,,,,0,0,0,0,18,,,,,,18,18,3669.666967,3.564744983,,,,,,,,,,
194,OH1,194,6/25/15,6/26/15,2,1.9,19,2.300242131,Yes,0,,,,,,,0,0,0,0,15,5,,,,,10,20,2707.849732,3.432784914,,,,,,,,,,
195,OH1,195,6/25/15,6/26/15,3,1.1,11,1.331719128,Yes,0,,,,,,,0,0,0,0,2,,,,,,2,2,441.5350626,2.645947686,,,,,,,,,,
196,OH1,196,6/25/15,6/26/15,4,0.9,9,1.089588378,Yes,3,,,,,,,3,3.268765133,28.99024933,1.476980076,1,1,,,,,1,2,531.6531653,2.726444512,,,,,,,,,,
197,OH1,197,6/25/15,6/26/15,5,0.3,3,0.363196126,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
198,OH1,198,6/25/15,6/26/15,6,3.1,31,3.753026634,Yes,0,,,,,,,0,0,0,0,904,4,,,,,454,908,81675.44496,4.912096826,,,,,,,,,,
199,OH1,199,6/25/15,6/26/15,7,1.1,11,1.331719128,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
200,OH1,200,6/25/15,6/26/15,8,0.4,4,0.484261501,Yes,0,,,,,,,0,0,0,0,16,1,,,,,8.5,17,9785.328533,3.990619791,,,,,,,,,,
201,OH2,201,6/25/15,6/26/15,1,0.7,7,0.847457627,No,0,,,,,,,0,0,0,0,4,,,,,,4,4,1346.534653,3.129539942,,,,,,,,,,
202,OH2,202,6/25/15,6/26/15,2,1.5,15,1.81598063,No,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
203,OH2,203,6/25/15,6/26/15,3,3.3,33,3.995157385,No,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
204,OH2,204,6/25/15,6/26/15,4,0.9,9,1.089588378,No,0,,,,,,,0,0,0,0,3,,,,,,3,3,797.479748,2.902263906,,,,,,,,,,
205,OH2,205,6/25/15,6/26/15,5,3.1,31,3.753026634,No,0,,,,,,,0,0,0,0,112,100,,,,,106,212,19069.59728,4.280364295,,,,,,,,,,
206,OH2,206,6/25/15,6/26/15,6,2.6,26,3.147699758,No,0,,,,,,,0,0,0,0,4,,,,,,4,4,415.1492072,2.619249072,,,,,,,,,,
207,OH2,207,6/25/15,6/26/15,7,2.9,29,3.510895884,No,3,,,,,,,3,10.53268765,33.35296556,1.535964234,7,1,,,,,4,8,759.3035166,2.880986999,,,,,,,,,,
208,OH2,208,6/25/15,6/26/15,8,2.8,28,3.389830508,No,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
209,OH3,209,6/25/15,6/26/15,1,2,20,2.421307506,No,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
210,OH3,210,6/25/15,6/26/15,2,1.7,17,2.05811138,No,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
211,OH3,211,6/25/15,6/26/15,3,1.8,18,2.179176755,No,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
212,OH3,212,6/25/15,6/26/15,4,1.4,14,1.694915254,No,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
213,OH3,213,6/25/15,6/26/15,5,0.2,2,0.242130751,No,4,,,,,,,4,0.968523002,36.61773153,1.575392603,1,,,,,,1,1,1133.213321,3.054694744,,,,,,,,,,
214,OH3,214,6/25/15,6/26/15,6,0.05,0.5,0.060532688,No,1,,,,,,,1,0.060532688,9.045364978,1.001965721,0,,,,,,0,0,0,0,,,,,,,,,,
215,OH3,215,6/25/15,6/26/15,7,0.4,4,0.484261501,No,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
216,OH3,216,6/25/15,6/26/15,8,0.3,3,0.363196126,No,3,0,,,,,,1.5,0.544794189,13.84071723,1.17145489,53,,,,,,53,53,40358.23582,4.605942935,,,,,,,,,,
217,OH4,217,6/25/15,6/26/15,1,0.3,3,0.363196126,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
218,OH4,218,6/25/15,6/26/15,2,1.9,19,2.300242131,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
219,OH4,219,6/25/15,6/26/15,3,2.3,23,2.784503632,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
220,OH4,220,6/25/15,6/26/15,4,0.2,2,0.242130751,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
221,OH4,221,6/25/15,6/26/15,5,0.1,1,0.121065375,Yes,1,,,,,,,1,0.121065375,9.081720946,1.003534672,0,,,,,,0,0,0,0,,,,,,,,,,
222,OH4,222,6/25/15,6/26/15,6,3.1,31,3.753026634,No,0,,,,,,,0,0,0,0,2876,,,,,,2876,2876,258698.8763,5.412796221,,,,,,,,,,
223,OH4,223,6/25/15,6/26/15,7,2.6,26,3.147699758,No,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
224,OH4,224,6/25/15,6/26/15,8,1.6,16,1.937046005,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
225,OH5,225,6/25/15,6/26/15,1,0.5,5,0.605326877,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
226,OH5,226,6/25/15,6/26/15,2,1.2,12,1.452784504,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
227,OH5,227,6/25/15,6/26/15,3,0.4,4,0.484261501,Yes,1,,,,,,,1,0.484261501,9.299856757,1.012831185,0,,,,,,0,0,0,0,,,,,,,,,,
228,OH5,228,6/25/15,6/26/15,4,0.6,6,0.726392252,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
229,OH5,229,6/25/15,6/26/15,5,1.5,15,1.81598063,Yes,0,,,,,,,0,0,0,0,4,2,,,,,3,6,1000.180018,3.000512173,,,,,,,,,,
230,OH5,230,6/25/15,6/26/15,6,0.9,9,1.089588378,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
231,OH5,231,6/25/15,6/26/15,7,0.8,8,0.968523002,Yes,0,,,,,,,0,0,0,0,18,1,,,,,9.5,19,5639.288929,3.751301352,,,,,,,,,,
232,OH5,232,6/25/15,6/26/15,8,0.4,4,0.484261501,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
233,OH6,233,6/25/15,6/26/15,1,0.9,9,1.089588378,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
234,OH6,234,6/25/15,6/26/15,2,0.3,3,0.363196126,Yes,4,,,,,,,4,1.452784504,36.90857928,1.578737508,3,,,,,,3,3,2284.428443,3.358967628,,,,,,,,,,
235,OH6,235,6/25/15,6/26/15,3,0.6,6,0.726392252,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
236,OH6,236,6/25/15,6/26/15,4,0.9,9,1.089588378,Yes,2,0,,,,,,1,1.089588378,9.663416443,1.02789637,5,1,,,,,3,6,1594.959496,3.203021865,,,,,,,,,,
237,OH6,237,6/25/15,6/26/15,5,0.6,6,0.726392252,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
238,OH6,238,6/25/15,6/26/15,6,0.4,4,0.484261501,Yes,17,,,,,,,17,8.232445521,158.0975649,2.201663532,4,1,1,,,,2,6,3453.645365,3.538403472,,,,,,,,,,
239,OH6,239,6/25/15,6/26/15,7,1.3,13,1.573849879,Yes,10,,,,,,,10,15.73849879,99.54264192,2.002350293,1,,,,,,1,1,189.5728034,2.280060923,,,,,,,,,,
240,OH6,240,6/25/15,6/26/15,8,0.2,2,0.242130751,Yes,1,,,,,,,1,0.242130751,9.154432883,1.006655673,0,,,,,,0,0,0,0,,,,,,,,,,
241,OH7,241,6/25/15,6/26/15,1,1.2,12,1.452784504,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
242,OH7,242,6/25/15,6/26/15,2,1.1,11,1.331719128,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
243,OH7,243,6/25/15,6/26/15,3,0.9,9,1.089588378,Yes,2,0,,,,,,1,1.089588378,9.663416443,1.02789637,39,,,,,,39,39,10367.23672,4.015704904,,,,,,,,,,
244,OH7,244,6/25/15,6/26/15,4,0.9,9,1.089588378,Yes,0,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,
245,OH7,245,6/25/15,6/26/15,5,3,30,3.631961259,Yes,0,,,,,,,0,0,0,0,25,,,,,,25,25,2308.730873,3.363561379,,,,,,,,,,
246,OH7,246,6/25/15,6/26/15,6,0.1,1,0.121065375,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
247,OH7,247,6/25/15,6/26/15,7,1,10,1.210653753,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
248,OH7,248,6/25/15,6/26/15,8,1.1,11,1.331719128,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
249,OH8,249,6/25/15,6/26/15,1,1.1,11,1.331719128,Yes,0,,,,,,,0,0,0,0,12,,,,,,12,12,2649.210376,3.42328035,,,,,,,,,,
250,OH8,250,6/25/15,6/26/15,2,1.6,16,1.937046005,Yes,0,,,,,,,0,0,0,0,17,,,,,,17,17,2675.855086,3.427624861,,,,,,,,,,
251,OH8,251,6/25/15,6/26/15,3,2.1,21,2.542372881,Yes,0,,,,,,,0,0,0,0,10,,,,,,10,10,1242.124212,3.094514525,,,,,,,,,,
252,OH8,252,6/25/15,6/26/15,4,3.1,31,3.753026634,Yes,0,,,,,,,0,0,0,0,11,2,,,,,6.5,13,1169.362098,3.068320249,,,,,,,,,,
253,OH8,253,6/25/15,6/26/15,5,0.7,7,0.847457627,Yes,0,,,,,,,0,0,0,0,1,,,,,,1,1,336.6336634,2.528445741,,,,,,,,,,
254,OH8,254,6/25/15,6/26/15,6,2.7,27,3.268765133,Yes,0,,,,,,,0,0,0,0,34,,,,,,34,34,3420.742074,3.53424727,,,,,,,,,,
255,OH8,255,6/25/15,6/26/15,7,0.7,7,0.847457627,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
256,OH8,256,6/25/15,6/26/15,8,0.5,5,0.605326877,Yes,5,,,,,,,5,3.026634383,46.86284347,1.679998496,0,,,,,,0,0,0,0,,,,,,,,,,
257,OH9,257,6/25/15,6/26/15,1,2,20,2.421307506,Yes,0,,,,,,,0,0,0,0,2708,,,,,,2708,2708,350748.1548,5.544996633,,,,,,,,,,
258,OH9,258,6/25/15,6/26/15,2,1.4,14,1.694915254,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
259,OH9,259,6/25/15,6/26/15,3,2.5,25,3.026634383,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
260,OH9,260,6/25/15,6/26/15,4,1.6,16,1.937046005,Yes,0,,,,,,,0,0,0,0,2204,,,,,,2204,2204,346916.7417,5.540226511,,,,,,,,,,
261,OH9,261,6/25/15,6/26/15,5,1.2,12,1.452784504,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
262,OH9,262,6/25/15,6/26/15,6,3,30,3.631961259,Yes,0,,,,,,1,0,0,0,0,1,,,,,,1,1,92.34923492,1.970110763,,,,,,,,,,
263,OH9,263,6/25/15,6/26/15,7,1.2,12,1.452784504,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
264,OH9,264,6/25/15,6/26/15,8,0.8,8,0.968523002,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
265,OH10,265,6/25/15,6/26/15,1,0.01,0.1,0.012106538,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
266,OH10,266,6/25/15,6/26/15,2,0.05,0.5,0.060532688,Yes,0,,,,,,,0,0,0,0,1,,,,,,1,1,4478.847885,3.651263268,,,,,,,,,,
267,OH10,267,6/25/15,6/26/15,3,0.01,0.1,0.012106538,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
268,OH10,268,6/25/15,6/26/15,4,0.05,0.5,0.060532688,Yes,0,,,,,,,0,0,0,0,57,56,,,,,56.5,113,506109.811,5.704245614,,,,,,,,,,
269,OH10,269,6/25/15,6/26/15,5,0.01,0.1,0.012106538,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
270,OH10,270,6/25/15,6/26/15,6,0.1,1,0.121065375,Yes,1,,,,,,,1,0.121065375,9.081720946,1.003534672,0,,,,,,0,0,0,0,,,,,,,,,,
271,OH10,271,6/25/15,6/26/15,7,0.2,2,0.242130751,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
272,OH10,272,6/25/15,6/26/15,8,1.1,11,1.331719128,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
273,OH11,273,6/25/15,6/26/15,1,2.3,23,2.784503632,Yes,10,,,,,,,10,27.84503632,106.8138356,2.032674497,150,,,,,,150,150,17246.50726,4.236726336,,,,,,,,,,
