number,Plant_ID,Flower_ID,Date_collected,Date_plated,Replicate,Nectar_cm,Nectar_mm,Nectar_vol,Stigma_closed,Fcfu1,Fcfu2,Fcfu3,Fcfu4,Fcfu5,Fcfu6,F_nontarget,Fcfu_avg,FCFU_total,FCFU_ul,log(FCFU+1),Bcfu1,Bcfu2,Bcfu3,Bcfu4,Bcfu5,Bcfu6,Bcfu_avg,BCFU_total,BCFUul,log(BCFU+1),,,,,,,,,,
274,OH11,274,6/25/15,6/26/15,2,0.1,1,0.121065375,Yes,0,,,,,,,0,0,0,0,10,1,,,,,5.5,11,24732.67327,4.393288619,,,,,,,,,,
275,OH11,275,6/25/15,6/26/15,3,4.3,43,5.205811138,Yes,0,,,,,,,0,0,0,0,760,37,,,,,398.5,797,55688.06648,4.745769938,,,,,,,,,,
276,OH11,276,6/25/15,6/26/15,4,0.2,2,0.242130751,Yes,11,,,,,,,11,2.663438257,100.6987617,2.007315665,4,,,,,,4,4,4532.853285,3.656467462,,,,,,,,,,
277,OH11,277,6/25/15,6/26/15,5,0.6,6,0.726392252,Yes,0,,,,,,,0,0,0,0,7,,,,,,7,7,2728.172817,3.436031037,,,,,,,,,,
278,OH11,278,6/25/15,6/26/15,6,2.1,21,2.542372881,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
279,OH11,279,6/25/15,6/26/15,7,0.01,0.1,0.012106538,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
280,OH11,280,6/25/15,6/26/15,8,0.1,1,0.121065375,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
281,OH12,281,6/25/15,6/26/15,1,0.8,8,0.968523002,Yes,0,,,,,,,0,0,0,0,1,,,,,,1,1,296.8046805,2.473931519,,,,,,,,,,
282,OH12,282,6/25/15,6/26/15,2,2,20,2.421307506,Yes,0,,,,,,,0,0,0,0,5,2,,,,,3.5,7,906.6606661,2.957923515,,,,,,,,,,
283,OH12,283,6/25/15,6/26/15,3,0.01,0.1,0.012106538,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
284,OH12,284,6/25/15,6/26/15,4,0.3,3,0.363196126,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
285,OH12,285,6/25/15,6/26/15,5,0.05,0.5,0.060532688,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
286,OH12,286,6/25/15,6/26/15,6,0.8,8,0.968523002,Yes,0,,,,,,,0,0,0,0,2,1,,,,,1.5,3,890.4140414,2.950079471,,,,,,,,,,
287,OH12,287,6/25/15,6/26/15,7,0.8,8,0.968523002,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
288,OH12,288,6/25/15,6/26/15,8,0.4,4,0.484261501,Yes,0,,,,,,,0,0,0,0,4,2,,,,,3,6,3453.645365,3.538403472,,,,,,,,,,
289,MW1,289,6/30/15,7/1/15,1,0.8,8,0.968523002,Yes,26,,,,,,,26,25.18159806,249.3583172,2.398562024,5,4,,,,,4.5,9,2671.242124,3.426875806,,,,,,,,,,
290,MW1,290,6/30/15,7/1/15,2,0.4,4,0.484261501,Yes,32,,,,,,,32,15.49636804,297.5954162,2.475083137,14,2,,,,,8,16,9209.720972,3.964293626,,,,,,,,,,
291,MW1,291,6/30/15,7/1/15,3,1.4,14,1.694915254,Yes,0,,,,,,,0,0,0,0,14,10,,,,,12,24,4255.625563,3.629065449,,,,,,,,,,
292,MW1,292,6/30/15,7/1/15,4,1.7,17,2.05811138,Yes,10,,,,,,,10,20.5811138,102.4511194,2.014735194,2,,,,,,2,2,298.4063112,2.476260951,,,,,,,,,,
293,MW1,293,6/30/15,7/1/15,5,0.1,1,0.121065375,Yes,25,,,,,,,25,3.026634383,227.0430237,2.358016791,3,1,,,,,2,4,8993.69937,3.953986652,,,,,,,,,,
294,MW1,294,6/30/15,7/1/15,6,2.7,27,3.268765133,Yes,0,,,,,,,0,0,0,0,24,17,4,3,,,12,48,4829.282928,3.68397257,,,,,,,,,,
295,MW1,295,6/30/15,7/1/15,7,0.2,2,0.242130751,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
296,MW1,296,6/30/15,7/1/15,8,0.1,1,0.121065375,Yes,1,,,,,,,1,0.121065375,9.081720946,1.003534672,2,1,,,,,1.5,3,6745.274527,3.82906401,,,,,,,,,,
297,MW2,297,6/30/15,7/1/15,1,0.4,4,0.484261501,Yes,22,1,1,,,,,8,3.87409201,74.39885406,1.877364745,918,33,1,,,,317.3333333,952,547978.3978,5.738764231,,,,,,,,,,
298,MW2,298,6/30/15,7/1/15,2,0.7,7,0.847457627,Yes,1,,,,,,,1,0.847457627,9.517992569,1.02193286,14,1,,,,,7.5,15,5049.50495,3.703334801,,,,,,,,,,
299,MW2,299,6/30/15,7/1/15,3,1.6,16,1.937046005,Yes,0,,,,,,,0,0,0,0,349,,,,,,349,349,54933.73087,4.739847001,,,,,,,,,,
300,MW2,300,6/30/15,7/1/15,4,0.3,3,0.363196126,Yes,2,0,,,,,,1,0.363196126,9.22714482,1.009754406,11,,,,,,11,11,8376.237624,3.923100835,,,,,,,,,,
301,MW2,301,6/30/15,7/1/15,5,1,10,1.210653753,Yes,21,,,,,,,21,25.42372881,204.458696,2.312724527,16,,,,,,16,16,3856.705671,3.586329089,,,,,,,,,,
302,MW2,302,6/30/15,7/1/15,6,1.3,13,1.573849879,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
303,MW2,303,6/30/15,7/1/15,7,0.3,3,0.363196126,Yes,0,,,,,,,0,0,0,0,208,,,,,,208,208,158387.0387,5.199722381,,,,,,,,,,
304,MW2,304,6/30/15,7/1/15,8,3.2,32,3.87409201,Yes,0,,,,,,,0,0,0,0,28,19,17,,,,21.33333333,64,5612.961296,3.749269414,,,,,,,,,,
305,MW3,305,6/30/15,7/1/15,1,0.3,3,0.363196126,Yes,22,,,,,,,22,7.99031477,202.997186,2.309624177,10,6,,,,,8,16,12183.61836,4.085811931,,,,,,,,,,
306,MW3,306,6/30/15,7/1/15,2,0.1,1,0.121065375,Yes,15,,,,,,,15,1.81598063,136.2258142,2.137435816,2,2,1,,,,1.666666667,5,11242.12421,4.050887009,,,,,,,,,,
307,MW3,307,6/30/15,7/1/15,3,0.3,3,0.363196126,Yes,68,,,,,,,68,24.69733656,627.4458478,2.798267861,11,,,,,,11,11,8376.237624,3.923100835,,,,,,,,,,
308,MW3,308,6/30/15,7/1/15,4,0.5,5,0.605326877,Yes,18,0,,,,,,9,5.447941889,84.35311825,1.931219392,112,,,,,,112,112,51977.67777,4.715825228,,,,,,,,,,
309,MW3,309,6/30/15,7/1/15,5,0.6,6,0.726392252,Yes,0,,,,,,,0,0,0,0,38,7,,,,,22.5,45,17538.25383,4.244011113,,,,,,,,,,
310,MW3,310,6/30/15,7/1/15,6,0.6,6,0.726392252,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
311,MW3,311,6/30/15,7/1/15,7,1,10,1.210653753,Yes,0,,,,,,,0,0,0,0,43,,,,,,43,43,10364.89649,4.015606868,,,,,,,,,,
312,MW3,312,6/30/15,7/1/15,8,0.1,1,0.121065375,Yes,0,,,,,,,0,0,0,0,14,,,,,,14,14,31477.94779,4.498020207,,,,,,,,,,
313,MW4,313,6/30/15,7/1/15,1,0.3,3,0.363196126,Yes,0,,,,,,too much; thrown out,0,0,0,0,19,,,,,,19,19,14468.0468,4.160439922,,,,,,,,,,
314,MW4,314,6/30/15,7/1/15,2,0.1,1,0.121065375,Yes,4,,,,,,,4,0.484261501,36.32688378,1.572021735,1,,,,,,1,1,2248.424842,3.352071487,,,,,,,,,,
315,MW4,315,6/30/15,7/1/15,3,1.6,16,1.937046005,Yes,0,,,,,,,0,0,0,0,59,,,,,,59,59,9286.791179,3.967912442,,,,,,,,,,
316,MW4,316,6/30/15,7/1/15,4,1.6,16,1.937046005,Yes,0,,,,,,1,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
317,MW4,317,6/30/15,7/1/15,5,2,20,2.421307506,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
318,MW4,318,6/30/15,7/1/15,6,0.7,7,0.847457627,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
319,MW4,319,6/30/15,7/1/15,7,1.4,14,1.694915254,Yes,0,,,,,,,0,0,0,0,11136,25,,,,,5580.5,11161,1979043.204,6.296455495,,,,,,,,,,
320,MW4,320,6/30/15,7/1/15,8,0.3,3,0.363196126,Yes,0,,,,,,,0,0,0,0,11,9,1,,,,7,21,15990.9991,4.203902757,,,,,,,,,,
321,MW5,321,6/30/15,7/1/15,1,2.9,29,3.510895884,Yes,0,,,,,,,0,0,0,0,31,1,,,,,16,32,3037.214066,3.48261837,,,,,,,,,,
322,MW5,322,6/30/15,7/1/15,2,0.2,2,0.242130751,Yes,13,,,,,,,13,3.147699758,119.0076275,2.07920885,47,1,,,,,24,48,54394.23942,4.735560893,,,,,,,,,,
323,MW5,323,6/30/15,7/1/15,3,0.9,9,1.089588378,Yes,0,,,,,,,0,0,0,0,8,,,,,,8,8,2126.612661,3.327892566,,,,,,,,,,
324,MW5,324,6/30/15,7/1/15,4,0.5,5,0.605326877,Yes,0,,,,,,,0,0,0,0,38,4,,,,,21,42,19491.62916,4.289870421,,,,,,,,,,
325,MW5,325,6/30/15,7/1/15,5,1.3,13,1.573849879,Yes,4,,,,,,,4,6.295399516,39.81705677,1.610841685,5,1,,,,,3,6,1137.436821,3.056308934,,,,,,,,,,
326,MW5,326,6/30/15,7/1/15,6,0.2,2,0.242130751,Yes,0,,,,,,,0,0,0,0,3,,,,,,3,3,3399.639964,3.531560654,,,,,,,,,,
327,MW5,327,6/30/15,7/1/15,7,1.9,19,2.300242131,Yes,0,,,,,,,0,0,0,0,40,5,,,,,22.5,45,6092.661898,3.784878354,,,,,,,,,,
328,MW5,328,6/30/15,7/1/15,8,0.7,7,0.847457627,Yes,0,,,,,,,0,0,0,0,77,8,,,,,42.5,85,28613.86139,4.456591646,,,,,,,,,,
329,MW6,329,6/30/15,7/1/15,1,1.8,18,2.179176755,Yes,0,,,,,,,0,0,0,0,84,14,9,,,,35.66666667,107,15184.81848,4.181438204,,,,,,,,,,
330,MW6,330,6/30/15,7/1/15,2,0.9,9,1.089588378,Yes,0,,,,,,,0,0,0,0,8,3,,,,,5.5,11,2924.092409,3.466139591,,,,,,,,,,
331,MW6,331,6/30/15,7/1/15,3,0.8,8,0.968523002,Yes,39,,,,,,,39,37.77239709,374.0374757,2.574074667,4,,,,,,4,4,1187.218722,3.074896391,,,,,,,,,,
332,MW6,332,6/30/15,7/1/15,4,0.4,4,0.484261501,Yes,78,,,,,,,78,37.77239709,725.3888271,2.861169155,9,,,,,,9,9,5180.468047,3.714452824,,,,,,,,,,
333,MW6,333,6/30/15,7/1/15,5,1.6,16,1.937046005,Yes,0,,,,,,,0,0,0,0,74,14,,,,,44,88,13851.48515,4.141527693,,,,,,,,,,
334,MW6,334,6/30/15,7/1/15,6,1.6,16,1.937046005,Yes,0,,,,,,,0,0,0,0,7,,,,,,7,7,1101.822682,3.04250569,,,,,,,,,,
335,MW6,335,6/30/15,7/1/15,7,0.3,3,0.363196126,Yes,19,,,,,,,19,6.900726392,175.3157516,2.246291113,1,,,,,,1,1,761.4761476,2.882226262,,,,,,,,,,
336,MW6,336,6/30/15,7/1/15,8,0.4,4,0.484261501,Yes,0,,,,,,,0,0,0,0,53,4,,,,,28.5,57,32809.63096,4.516014582,,,,,,,,,,
337,MW7,337,6/30/15,7/1/15,1,0.3,3,0.363196126,Yes,0,,,,,,1,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
338,MW7,338,6/30/15,7/1/15,2,0.6,6,0.726392252,Yes,0,,,,,,,0,0,0,0,112,32,,,,,72,144,56122.41224,4.749144068,,,,,,,,,,
339,MW7,339,6/30/15,7/1/15,3,1,10,1.210653753,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
340,MW7,340,6/30/15,7/1/15,4,0.5,5,0.605326877,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
341,MW7,341,6/30/15,7/1/15,5,0.4,4,0.484261501,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
342,MW7,342,6/30/15,7/1/15,6,1.3,13,1.573849879,Yes,0,,,,,,,0,0,0,0,39,7,,,,,23,46,8720.348958,3.940583664,,,,,,,,,,
343,MW7,343,6/30/15,7/1/15,7,0.6,6,0.726392252,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
344,MW7,344,6/30/15,7/1/15,8,0.3,3,0.363196126,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
345,MW8,345,6/30/15,7/1/15,1,0.7,7,0.847457627,Yes,31,,,,,,,31,26.27118644,295.0577696,2.471376463,3,2,1,,,,2,6,2019.80198,3.305523759,,,,,,,,,,
346,MW8,346,6/30/15,7/1/15,2,2.2,22,2.663438257,Yes,0,,,,,,,0,0,0,0,46,13,,,,,29.5,59,7043.695279,3.847862212,,,,,,,,,,
347,MW8,347,6/30/15,7/1/15,3,1.5,15,1.81598063,Yes,0,,,,,,,0,0,0,0,35,5,,,,,20,40,6667.866787,3.824052042,,,,,,,,,,
348,MW8,348,6/30/15,7/1/15,4,2.3,23,2.784503632,Yes,0,,,,,,,0,0,0,0,150,16,,,,,83,166,19086.1347,4.280740738,,,,,,,,,,
349,MW8,349,6/30/15,7/1/15,5,2.1,21,2.542372881,Yes,0,,,,,,,0,0,0,0,9,1,,,,,5,10,1242.124212,3.094514525,,,,,,,,,,
350,MW8,350,6/30/15,7/1/15,6,0.4,4,0.484261501,Yes,21,,,,,,,21,10.16949153,195.2969919,2.292913644,45,10,,,,,27.5,55,31658.41584,4.500502897,,,,,,,,,,
351,MW8,351,6/30/15,7/1/15,7,1.2,12,1.452784504,Yes,0,,,,,,,0,0,0,0,17,,,,,,17,17,3465.79658,3.539928359,,,,,,,,,,
352,MW8,352,6/30/15,7/1/15,8,1.9,19,2.300242131,Yes,9,,,,,,,9,20.70217918,93.51482233,1.975499922,3,,,,,,3,3,406.1774599,2.609783729,,,,,,,,,,
353,MW9,353,6/30/15,7/1/15,1,1.6,16,1.937046005,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
354,MW9,354,6/30/15,7/1/15,2,1,10,1.210653753,Yes,0,,,,,,,0,0,0,0,14,,,,,,14,14,3374.617462,3.528353225,,,,,,,,,,
355,MW9,355,6/30/15,7/1/15,3,0.4,4,0.484261501,Yes,16,,,,,,,16,7.748184019,148.7977081,2.175505169,4,,,,,,4,4,2302.430243,3.362375065,,,,,,,,,,
356,MW9,356,6/30/15,7/1/15,4,0.4,4,0.484261501,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
357,MW9,357,6/30/15,7/1/15,5,0.1,1,0.121065375,Yes,1,,,,,,,1,0.121065375,9.081720946,1.003534672,30,15,,,,,22.5,45,101179.1179,5.005095181,,,,,,,,,,
358,MW9,358,6/30/15,7/1/15,6,1.3,13,1.573849879,Yes,0,,,,,,,0,0,0,0,1224,,,,,,1224,1224,232037.1114,5.365559322,,,,,,,,,,
359,MW9,359,6/30/15,7/1/15,7,0.1,1,0.121065375,Yes,6,3,0,,,,,3,0.363196126,27.24516284,1.450944083,8,2,,,,,5,10,22484.24842,4.35189769,,,,,,,,,,
360,MW9,360,6/30/15,7/1/15,8,0.3,3,0.363196126,Yes,0,,,,,,,0,0,0,0,9,,,,,,9,9,6853.285329,3.835962179,,,,,,,,,,
361,MW10,361,6/30/15,7/1/15,1,1.7,17,2.05811138,Yes,0,,,,,,,0,0,0,0,36,,,,,,36,36,5371.313602,3.730161356,,,,,,,,,,
362,MW10,362,6/30/15,7/1/15,2,1.1,11,1.331719128,Yes,0,,,,,,,0,0,0,0,94,2,1,,,,32.33333333,97,21414.45054,4.330727215,,,,,,,,,,
363,MW10,363,6/30/15,7/1/15,3,0.8,8,0.968523002,Yes,0,,,,,,,0,0,0,0,296,53,,,,,174.5,349,103584.8335,5.015300365,,,,,,,,,,
364,MW10,364,6/30/15,7/1/15,4,0.7,7,0.847457627,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
365,MW10,365,6/30/15,7/1/15,5,1.9,19,2.300242131,Yes,0,,,,,,,0,0,0,0,22,1,1,,,,8,24,3249.419679,3.511939439,,,,,,,,,,
366,MW10,366,6/30/15,7/1/15,6,0.5,5,0.605326877,Yes,0,,,,,,,0,0,0,0,16,3,,,,,9.5,19,8817.641764,3.945401701,,,,,,,,,,
367,MW10,367,6/30/15,7/1/15,7,0.2,2,0.242130751,Yes,25,,,,,,,25,6.053268765,228.8608221,2.361464956,6,,,,,,6,6,6799.279928,3.83252679,,,,,,,,,,
368,MW10,368,6/30/15,7/1/15,8,0.6,6,0.726392252,Yes,0,,,,,,,0,0,0,0,28,,,,,,28,28,10912.69127,4.037971664,,,,,,,,,,
369,MW11,369,6/30/15,7/1/15,1,0.6,6,0.726392252,Yes,0,,,,,,,0,0,0,0,60,,,,,,60,60,23384.33843,4.368943659,,,,,,,,,,
370,MW11,370,6/30/15,7/1/15,2,1.4,14,1.694915254,Yes,0,,,,,,,0,0,0,0,15,,,,,,15,15,2659.765977,3.425006679,,,,,,,,,,
371,MW11,371,6/30/15,7/1/15,3,1.7,17,2.05811138,Yes,0,,,,,,,0,0,0,0,28,17,,,,,22.5,45,6714.142002,3.827055201,,,,,,,,,,
372,MW11,372,6/30/15,7/1/15,4,0.7,7,0.847457627,Yes,3,,,,,,,3,2.542372881,28.55397771,1.470615941,1,,,,,,1,1,336.6336634,2.528445741,,,,,,,,,,
373,MW11,373,6/30/15,7/1/15,5,0.8,8,0.968523002,Yes,12,,,,,,,12,11.62227603,115.0884541,2.064789028,9,,,,,,9,9,2671.242124,3.426875806,,,,,,,,,,
374,MW11,374,6/30/15,7/1/15,6,2.5,25,3.026634383,Yes,0,,,,,,,0,0,0,0,448,5,,,,,226.5,453,48570.08101,4.686377769,,,,,,,,,,
375,MW11,375,6/30/15,7/1/15,7,0.2,2,0.242130751,Yes,0,,,,,,,0,0,0,0,6,,,,,,6,6,6799.279928,3.83252679,,,,,,,,,,
376,MW11,376,6/30/15,7/1/15,8,1.6,16,1.937046005,Yes,4,0,,,,,6,2,3.87409201,20.34480001,1.32929209,1,,,,,,1,1,157.4032403,2.199764061,,,,,,,,,,
377,MW12,377,6/30/15,7/1/15,1,2.3,23,2.784503632,Yes,0,,,,,,,0,0,0,0,10000,,,,,,10000,10000,1149767.151,6.060610274,,,,,,,,,,
378,MW12,378,6/30/15,7/1/15,2,0.9,9,1.089588378,Yes,0,,,,,,,0,0,0,0,3,2,,,,,2.5,5,1329.132913,3.12389504,,,,,,,,,,
379,MW12,379,6/30/15,7/1/15,3,1.2,12,1.452784504,Yes,18,,,,,,,18,26.15012107,177.8679406,2.252532507,2,,,,,,2,2,407.7407741,2.611447963,,,,,,,,,,
380,MW12,380,6/30/15,7/1/15,4,0.1,1,0.121065375,Yes,62,,,,,,,62,7.506053269,563.0666987,2.751330461,7,,,,,,7,7,15738.9739,4.197004008,,,,,,,,,,
381,MW12,381,6/30/15,7/1/15,5,1.4,14,1.694915254,Yes,92,,,,,,,92,155.9322034,922.4818038,2.965428343,23,5,,,,,14,28,4964.89649,3.695997663,,,,,,,,,,
382,MW12,382,6/30/15,7/1/15,6,1.1,11,1.331719128,Yes,0,,,,,,,0,0,0,0,1,,,,,,1,1,220.7675313,2.345897962,,,,,,,,,,
383,MW12,383,6/30/15,7/1/15,7,0.2,2,0.242130751,Yes,11,,,,,,,11,2.663438257,100.6987617,2.007315665,3,,,,,,3,3,3399.639964,3.531560654,,,,,,,,,,
384,MW12,384,6/30/15,7/1/15,8,0.5,5,0.605326877,Yes,7,,,,,,,7,4.237288136,65.60798086,1.823526269,2,,,,,,2,2,928.1728173,2.968096496,,,,,,,,,,
385,SV1,385,7/1/15,7/2/15,1,0.3,3,0.363196126,Yes,0,,,,,,,0,0,0,0,1,,,,,,1,1,761.4761476,2.882226262,,,,,,,,,,
386,SV1,386,7/1/15,7/2/15,2,0.3,3,0.363196126,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
387,SV1,387,7/1/15,7/2/15,3,0.2,2,0.242130751,Yes,12,,,,,,,12,2.905569007,109.8531946,2.044748213,1,,,,,,1,1,1133.213321,3.054694744,,,,,,,,,,
388,SV1,388,7/1/15,7/2/15,4,0.3,3,0.363196126,Yes,38,,,,,,,38,13.80145278,350.6315032,2.546087777,2,1,,,,,1.5,3,2284.428443,3.358967628,,,,,,,,,,
389,SV1,389,7/1/15,7/2/15,5,1.5,15,1.81598063,Yes,0,,,,,,,0,0,0,0,22,,,,,,22,22,3667.326733,3.564468011,,,,,,,,,,
390,SV1,390,7/1/15,7/2/15,6,0.2,2,0.242130751,Yes,0,,,,,,,0,0,0,0,10000,,,,,,10000,10000,11332133.21,7.054311709,,,,,,,,,,
391,SV1,391,7/1/15,7/2/15,7,0.6,6,0.726392252,Yes,0,,,,,,,0,0,0,0,16,3,,,,,9.5,19,7405.040504,3.869586083,,,,,,,,,,
392,SV1,392,7/1/15,7/2/15,8,0.9,9,1.089588378,Yes,10,,,,,,,10,10.89588378,96.63416443,1.989601814,11,1,,,,,6,12,3189.918992,3.503915779,,,,,,,,,,
393,SV2,393,7/1/15,7/2/15,1,0.3,3,0.363196126,Yes,0,,,,,,,0,0,0,0,13,,,,,,13,13,9899.189919,3.995643526,,,,,,,,,,
394,SV2,394,7/1/15,7/2/15,2,0.2,2,0.242130751,Yes,0,,,,,,,0,0,0,0,2,,,,,,2,2,2266.426643,3.355533245,,,,,,,,,,
395,SV2,395,7/1/15,7/2/15,3,0.2,2,0.242130751,Yes,6,,,,,,,6,1.452784504,54.9265973,1.747618397,3,,,,,,3,3,3399.639964,3.531560654,,,,,,,,,,
396,SV2,396,7/1/15,7/2/15,4,0.1,1,0.121065375,Yes,14,,,,,,,14,1.694915254,127.1440932,2.107698592,0,,,,,,0,0,0,0,,,,,,,,,,
397,SV2,397,7/1/15,7/2/15,5,0.2,2,0.242130751,Yes,0,,,,,,,0,0,0,0,1,,,,,,1,1,1133.213321,3.054694744,,,,,,,,,,
398,SV2,398,7/1/15,7/2/15,6,1,10,1.210653753,Yes,0,,,,,,,0,0,0,0,1,,,,,,1,1,241.0441044,2.383894509,,,,,,,,,,
399,SV2,399,7/1/15,7/2/15,7,0.8,8,0.968523002,Yes,0,,,,,,,0,0,0,0,3,,,,,,3,3,890.4140414,2.950079471,,,,,,,,,,
400,SV2,400,7/1/15,7/2/15,8,0.1,1,0.121065375,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
401,SV3,401,7/1/15,7/2/15,1,0.3,3,0.363196126,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
402,SV3,402,7/1/15,7/2/15,2,0.2,2,0.242130751,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
403,SV3,403,7/1/15,7/2/15,3,0.3,3,0.363196126,Yes,0,,,,,,,0,0,0,0,1,,,,,,1,1,761.4761476,2.882226262,,,,,,,,,,
404,SV3,404,7/1/15,7/2/15,4,0.3,3,0.363196126,Yes,15,,,,,,,15,5.447941889,138.4071723,2.144285118,3,,,,,,3,3,2284.428443,3.358967628,,,,,,,,,,
405,SV3,405,7/1/15,7/2/15,5,0.3,3,0.363196126,Yes,1,,,,,,,1,0.363196126,9.22714482,1.009754406,0,,,,,,0,0,0,0,,,,,,,,,,
406,SV3,406,7/1/15,7/2/15,6,0.3,3,0.363196126,Yes,1,,,,,,,1,0.363196126,9.22714482,1.009754406,0,,,,,,0,0,0,0,,,,,,,,,,
407,SV3,407,7/1/15,7/2/15,7,0.1,1,0.121065375,Yes,1,,,,,,,1,0.121065375,9.081720946,1.003534672,0,,,,,,0,0,0,0,,,,,,,,,,
408,SV3,408,7/1/15,7/2/15,8,0.1,1,0.121065375,Yes,5,,,,,,,5,0.605326877,45.40860473,1.666598512,1,,,,,,1,1,2248.424842,3.352071487,,,,,,,,,,
409,SV4,409,7/1/15,7/2/15,1,0.4,4,0.484261501,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
410,SV4,410,7/1/15,7/2/15,2,1.7,17,2.05811138,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
411,SV4,411,7/1/15,7/2/15,3,0.9,9,1.089588378,Yes,5,,,,,,,5,5.447941889,48.31708222,1.692997374,0,,,,,,0,0,0,0,,,,,,,,,,
412,SV4,412,7/1/15,7/2/15,4,0.01,0.1,0.012106538,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
413,SV4,413,7/1/15,7/2/15,5,1,10,1.210653753,Yes,1,0,,,,,,0.5,0.605326877,4.86806419,0.768494856,3,,,,,,3,3,723.1323132,2.859817928,,,,,,,,,,
414,SV4,414,7/1/15,7/2/15,6,0.8,8,0.968523002,Yes,0,,,,,,,0,0,0,0,1,,,,,,1,1,296.8046805,2.473931519,,,,,,,,,,
415,SV4,415,7/1/15,7/2/15,7,0.8,8,0.968523002,Yes,1,,,,,,,1,0.968523002,9.590704506,1.024924851,0,,,,,,0,0,0,0,,,,,,,,,,
416,SV4,416,7/1/15,7/2/15,8,0.4,4,0.484261501,Yes,1,,,,,,,1,0.484261501,9.299856757,1.012831185,40,,,,,,40,40,23024.30243,4.362205343,,,,,,,,,,
417,SV5,417,7/1/15,7/2/15,1,0.2,2,0.242130751,Yes,3,,,,,,,3,0.726392252,27.46329865,1.45428523,0,,,,,,0,0,0,0,,,,,,,,,,
418,SV5,418,7/1/15,7/2/15,2,0.3,3,0.363196126,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
419,SV5,419,7/1/15,7/2/15,3,0.6,6,0.726392252,Yes,0,,,,,,,0,0,0,0,155,,,,,,155,155,60409.54095,4.781112725,,,,,,,,,,
420,SV5,420,7/1/15,7/2/15,4,0.5,5,0.605326877,Yes,26,,,,,,,26,15.73849879,243.6867861,2.388610517,9,,,,,,9,9,4176.777678,3.620945325,,,,,,,,,,
421,SV5,421,7/1/15,7/2/15,5,0.2,2,0.242130751,Yes,0,,,,,,,0,0,0,0,1,,,,,,1,1,1133.213321,3.054694744,,,,,,,,,,
422,SV5,422,7/1/15,7/2/15,6,1.2,12,1.452784504,Yes,0,,,,,,,0,0,0,0,2,,,,,,2,2,407.7407741,2.611447963,,,,,,,,,,
423,SV5,423,7/1/15,7/2/15,7,0.5,5,0.605326877,Yes,22,,,,,,,22,13.31719128,206.1965113,2.316382439,324,,,,,,324,324,150363.9964,5.177146748,,,,,,,,,,
424,SV5,424,7/1/15,7/2/15,8,1.2,12,1.452784504,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
425,SV6,425,7/1/15,7/2/15,1,0.2,2,0.242130751,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
426,SV6,426,7/1/15,7/2/15,2,0.1,1,0.121065375,Yes,0,,,,,,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
